title,price_text,price,category,city,location,type_transaction,rooms,post_time,post_date,post_month,post_year
A VENDRE S+2 HS A ENNASER AVEC VUE DEGAGEE,350000 DT,350000,1,Ariana,Ennasr,1,2,8/26/25 9:27,08-26-25,8,2025
s+1 menzah 9,500 DT,500,0,Ariana,Menzah,0,1,8/25/25 23:25,08-25-25,8,2025
s+2 ennasr 2,1100 DT,1100,0,Ariana,Ennasr,0,2,8/25/25 23:25,08-25-25,8,2025
s+1 ennasr 2,900 DT,900,0,Ariana,Ennasr,0,1,8/25/25 14:13,08-25-25,8,2025
s+0 menzah 9 c,630 DT,630,0,Ariana,Menzah,0,0,8/25/25 14:13,08-25-25,8,2025
🏠 𝐄𝐍𝐍𝐀𝐒𝐑 2 ; à 𝐥𝐨𝐮𝐞𝐫 appartement S+3,1200 DT,1200,0,Ariana,Ennasr,0,3,8/24/25 9:27,08-24-25,8,2025
A vendre Appartement S+1 à Soukra,232000 DT,232000,1,Ariana,La Soukra,1,1,8/22/25 16:40,08-22-25,8,2025
A vendre Appartement S+2 à La Soukra,443000 DT,443000,1,Ariana,La Soukra,1,2,8/22/25 16:40,08-22-25,8,2025
a Louer – Appartement S+2 à Menzah 9C,1350 DT,1350,0,Ariana,Menzah,0,2,8/22/25 11:12,08-22-25,8,2025
A louer un S+1 haut standing à Menzah 9c,1000 DT,1000,0,Ariana,Menzah,0,1,8/22/25 11:12,08-22-25,8,2025
s+2 menzah 9,900 DT,900,0,Ariana,Menzah,0,2,8/21/25 13:49,08-21-25,8,2025
a Louer un appartement s+2 avec jardin à enassr 2,1650 DT,1650,0,Ariana,Ariana Ville,0,2,8/21/25 11:07,08-21-25,8,2025
a louer un étage de villa S+3 à Ennasr 2,1500 DT,1500,4,Ariana,Ennasr,0,3,8/21/25 11:07,08-21-25,8,2025
studio menzah 6,1000 DT,1000,0,Ariana,Menzah,0,0,8/20/25 14:30,08-20-25,8,2025
s+2 menzah 5,1280 DT,1280,0,Ariana,Menzah,0,2,8/19/25 18:06,08-19-25,8,2025
s+2 manar 2,1200 DT,1200,0,Ariana,Manar,0,2,8/19/25 18:06,08-19-25,8,2025
s+2 menzah 5,1350 DT,1350,0,Ariana,Menzah,0,2,8/19/25 15:20,08-19-25,8,2025
A louer appart S1 avec jardin à Chotrana 1,1300 DT,1300,0,Ariana,La Soukra,0,1,8/19/25 7:45,08-19-25,8,2025
A vendre Appart haut standing en s3 à la Soukra,590000 DT,590000,1,Ariana,La Soukra,1,3,8/19/25 7:45,08-19-25,8,2025
Studio a Manar 2,700 DT,700,0,Ariana,Manar,0,0,8/18/25 18:30,08-18-25,8,2025
A Louer S2 jamais habité avec parking à Chotrana 1,1750 DT,1750,0,Ariana,La Soukra,0,2,8/18/25 17:49,08-18-25,8,2025
s+1 cité olympique,850 DT,850,0,Ariana,Ariana Ville,0,1,8/18/25 14:12,08-18-25,8,2025
s+2 manar 2,1350 DT,1350,0,Ariana,Manar,0,2,8/18/25 13:41,08-18-25,8,2025
s+0 manar 2,700 DT,700,0,Ariana,Manar,0,0,8/18/25 13:41,08-18-25,8,2025
villa s+5 maanr 3,3000 DT,3000,0,Ariana,Manar,0,5,8/18/25 13:41,08-18-25,8,2025
s+1 manar 1,800 DT,800,0,Ariana,Manar,0,1,8/18/25 13:41,08-18-25,8,2025
COQUETTE STUDIO,550 DT,550,0,Ariana,Jardins D'el Menzah,0,0,8/18/25 10:54,08-18-25,8,2025
s+2 menzah 9,900 DT,900,0,Ariana,Manar,0,2,8/18/25 9:56,08-18-25,8,2025
S+3 MENZAH 5 AU RDC,1500 DT,1500,0,Ariana,Menzah,0,3,8/18/25 9:56,08-18-25,8,2025
S+1 MANAR 1,950 DT,950,0,Ariana,Manar,0,1,8/18/25 9:56,08-18-25,8,2025
s+0 jardin d'el menzah 1,550 DT,550,0,Ariana,Jardins D'el Menzah,0,0,8/18/25 9:56,08-18-25,8,2025
A louer Appartement S+3 0 Jardin d'el Menzah 1,1500 DT,1500,0,Ariana,Jardins D'el Menzah,0,3,8/15/25 9:57,08-15-25,8,2025
s+2 menzah 9,900 DT,900,0,Ariana,Menzah,0,2,8/14/25 17:09,08-14-25,8,2025
s+3 manar 1,1200 DT,1200,0,Ariana,Manar,0,3,8/14/25 15:10,08-14-25,8,2025
s+3 manar 2,1500 DT,1500,0,Ariana,Manar,0,3,8/12/25 10:00,08-12-25,8,2025
s+3 menzah 5,1200 DT,1200,0,Ariana,Menzah,0,3,8/12/25 10:00,08-12-25,8,2025
disponible s0/s1,800 DT,800,0,Ariana,Manar,0,0,8/12/25 9:37,08-12-25,8,2025
s+1 menzah 7,900 DT,900,0,Ariana,Menzah,0,1,8/11/25 13:52,08-11-25,8,2025
s+1 manar 2,700 DT,700,0,Ariana,Manar,0,1,8/11/25 13:52,08-11-25,8,2025
s+1 menzah 9c,950 DT,950,0,Ariana,Menzah,0,1,8/11/25 11:57,08-11-25,8,2025
s+3 menzah 5,1500 DT,1500,0,Ariana,Menzah,0,3,8/11/25 11:57,08-11-25,8,2025
s+1 manar 1,800 DT,800,0,Ariana,Manar,0,1,8/11/25 11:57,08-11-25,8,2025
s+0 manar 1,800 DT,800,0,Ariana,Manar,0,0,8/11/25 11:57,08-11-25,8,2025
s+2 manar 2,1250 DT,1250,0,Ariana,Manar,0,2,8/11/25 11:57,08-11-25,8,2025
s+1 manar 1,950 DT,950,0,Ariana,Manar,0,1,8/11/25 11:57,08-11-25,8,2025
a louer un s+2 meublé à Menzah 9C,1600 DT,1600,0,Ariana,Menzah,0,2,8/9/25 11:10,08-09-25,8,2025
Villa s6 à La Soukra ZVL0905,4000 DT,4000,4,Ariana,La Soukra,0,6,8/7/25 21:27,08-07-25,8,2025
s+3 menzah 5,900 DT,900,0,Ariana,Menzah,0,3,8/7/25 21:27,08-07-25,8,2025
S+2 MENZNAH 9 C,950 DT,950,0,Ariana,Menzah,0,2,8/7/25 21:27,08-07-25,8,2025
s+2 manar 1,850 DT,850,0,Ariana,Manar,0,2,8/7/25 21:27,08-07-25,8,2025
A louer S+2 à Menzah 9C,1400 DT,1400,0,Ariana,Menzah,0,2,8/6/25 14:25,08-06-25,8,2025
Appartement s1 à La Nouvelle Soukra ZAL1766,1150 DT,1150,0,Ariana,La Soukra,0,1,8/6/25 14:25,08-06-25,8,2025
Maison S+3 plain pied à Cité Sahafa,440000 DT,440000,3,Ariana,Ghazela,1,3,8/6/25 14:25,08-06-25,8,2025
s+3 menzah 7,1300 DT,1300,0,Ariana,Menzah,0,3,8/6/25 14:25,08-06-25,8,2025
s+1 menzah 9,850 DT,850,0,Ariana,Menzah,0,1,8/5/25 14:04,08-05-25,8,2025
À Vendre : Appartement S+2 à El Menzah 9C,400 DT,400,1,Ariana,Menzah,1,2,8/5/25 10:56,08-05-25,8,2025
s+3 manar 1,1600 DT,1600,0,Ariana,Manar,0,3,8/4/25 21:09,08-04-25,8,2025
s+1 manar 2,1500 DT,1500,0,Ariana,Manar,0,1,8/4/25 21:09,08-04-25,8,2025
s+2 manar 2,1100 DT,1100,0,Ariana,Manar,0,2,8/4/25 21:09,08-04-25,8,2025
s+1 manar 1,650 DT,650,0,Ariana,Manar,0,1,8/4/25 21:09,08-04-25,8,2025
s+2 manar 2,1300 DT,1300,0,Ariana,Manar,0,2,8/4/25 9:57,08-04-25,8,2025
Appartement s1 à La Soukra ZAL1762,1550 DT,1550,0,Ariana,La Soukra,0,1,8/1/25 21:42,08-01-25,8,2025
s+1 manar 1,1000 DT,1000,0,Ariana,Manar,0,1,8/1/25 21:42,08-01-25,8,2025
Appartement s2 meublé à La Soukra ZAL1764,1900 DT,1900,0,Ariana,La Soukra,0,2,8/1/25 14:38,08-01-25,8,2025
s+2 haut standing vide situé à cité ennaser 2,1400 DT,1400,0,Ariana,Ennasr,0,2,7/31/25 21:00,07-31-25,7,2025
Studio à Manzah 9,450 DT,450,0,Ariana,Menzah,0,0,7/31/25 21:00,07-31-25,7,2025
studio manar 2,650 DT,650,0,Ariana,Manar,0,0,7/31/25 14:02,07-31-25,7,2025
s+3 menzah 9,1100 DT,1100,0,Ariana,Menzah,0,3,7/31/25 14:02,07-31-25,7,2025
Appartement s3 à La Soukra ZAV1893,460000 DT,460000,1,Ariana,La Soukra,1,3,7/30/25 21:56,07-30-25,7,2025
appartement s2 à cité saha,95000 DT,95000,1,Ariana,Borj Louzir,1,2,7/30/25 21:56,07-30-25,7,2025
Appartement S+2 à La Soukra MAV1834,340000 DT,340000,3,Ariana,La Soukra,1,2,7/30/25 21:56,07-30-25,7,2025
s+2 manar 1,950 DT,950,0,Ariana,Manar,0,2,7/30/25 10:19,07-30-25,7,2025
s+1 manar 1,650 DT,650,0,Ariana,Manar,0,1,7/29/25 20:48,07-29-25,7,2025
s+2 meublé menzah 8,1100 DT,1100,0,Ariana,Menzah,0,2,7/29/25 20:48,07-29-25,7,2025
s+0 manar 2,650 DT,650,0,Ariana,Manar,0,0,7/29/25 20:48,07-29-25,7,2025
s+2 ennasr 2,1400 DT,1400,0,Ariana,Ennasr,0,2,7/29/25 20:48,07-29-25,7,2025
un duplex s2 à chotrana 1,2200 DT,2200,4,Ariana,La Soukra,0,2,7/29/25 20:48,07-29-25,7,2025
s+1 meublé jdm,750 DT,750,0,Ariana,Jardins D'el Menzah,0,1,7/29/25 20:48,07-29-25,7,2025
s+2 meublé manar 2,1700 DT,1700,0,Ariana,Manar,0,2,7/29/25 20:48,07-29-25,7,2025
s+2 cité el khadhra,800 DT,800,0,Ariana,Ariana Ville,0,2,7/29/25 20:48,07-29-25,7,2025
s+2 meublé manar 2,2500 DT,2500,0,Ariana,Manar,0,2,7/29/25 20:48,07-29-25,7,2025
s+0 ennasr 1,600 DT,600,0,Ariana,Ennasr,0,0,7/29/25 20:48,07-29-25,7,2025
Appartement s1 meublé à La Soukra Parc ZAL1756,1200 DT,1200,0,Ariana,La Soukra,0,1,7/28/25 13:48,07-28-25,7,2025
s+3 situé a manar 2,1075 DT,1075,0,Ariana,Manar,0,3,7/24/25 22:18,07-24-25,7,2025
Appartement s2 meublé à La Soukra ZAL1745,2800 DT,2800,0,Ariana,La Soukra,0,2,7/24/25 22:18,07-24-25,7,2025
Appartement s2 avec jardin à La Nouvelle Soukra ZAL1735,1600 DT,1600,0,Ariana,La Soukra,0,2,7/24/25 22:18,07-24-25,7,2025
un appartement s+2 haut standing situé à cité ennasr,1400 DT,1400,0,Ariana,Ennasr,0,2,7/24/25 22:18,07-24-25,7,2025
s+3 meublé Manar 2,1100 DT,1100,0,Ariana,Manar,0,3,7/24/25 11:34,07-24-25,7,2025
S+2 à jardin d'el menzah 2,1200 DT,1200,0,Ariana,Jardins D'el Menzah,0,2,7/23/25 21:22,07-23-25,7,2025
s+3 meublé situé a ennaser 1,2500 DT,2500,1,Ariana,Ennasr,1,3,7/23/25 21:22,07-23-25,7,2025
s+2 menzah 7bis,1600 DT,1600,0,Ariana,Menzah,0,2,7/23/25 21:22,07-23-25,7,2025
s+1 meublé a menzah 1,1000 DT,1000,0,Ariana,Menzah,0,1,7/23/25 14:26,07-23-25,7,2025
s+3 usage bureautique,1500 DT,1500,0,Ariana,Menzah,0,3,7/23/25 14:26,07-23-25,7,2025
s+2 haut standing a cité ennaser2,1500 DT,1500,0,Ariana,Ennasr,0,2,7/23/25 14:26,07-23-25,7,2025
s+3 richement meublé a menzah 5,2300 DT,2300,0,Ariana,Menzah,0,3,7/23/25 14:26,07-23-25,7,2025
s+2 jamais habité situé à Manar 1,800 DT,800,0,Ariana,Manar,0,2,7/23/25 14:26,07-23-25,7,2025
Appartement s1 meublé à La Nouvelle Soukra ZAL1734,1950 DT,1950,0,Ariana,La Soukra,0,1,7/22/25 21:26,07-22-25,7,2025
Villa s2 avec jardin et piscine à La Soukra MVL1714,4000 DT,4000,4,Ariana,La Soukra,0,2,7/22/25 11:24,07-22-25,7,2025
s+3 situé a ennasr 1,1200 DT,1200,0,Ariana,Ennasr,0,3,7/21/25 15:01,07-21-25,7,2025
étage de villa s+1 situé a ariana,900 DT,900,4,Ariana,Ariana Ville,0,1,7/21/25 15:01,07-21-25,7,2025
s+2 bien équipé situé a ariana,1200 DT,1200,0,Ariana,Ariana Ville,0,2,7/21/25 15:01,07-21-25,7,2025
s+1 cité el mahrajen,1400 DT,1400,0,Ariana,Menzah,0,1,7/21/25 15:01,07-21-25,7,2025
s+2 a cité ennaser 2,950 DT,950,0,Ariana,Ennasr,0,2,7/21/25 15:01,07-21-25,7,2025
s+3 meublé cité ennaser 1,2500 DT,2500,0,Ariana,Ennasr,0,3,7/21/25 15:01,07-21-25,7,2025
s0 situé a cité ennaser 2,850 DT,850,0,Ariana,Ennasr,0,0,7/21/25 15:01,07-21-25,7,2025
s+2 haut standing a manar 2,1300 DT,1300,0,Ariana,Manar,0,2,7/21/25 15:01,07-21-25,7,2025
s+1 situé a ennaser 2,1200 DT,1200,1,Ariana,Ennasr,1,1,7/21/25 15:01,07-21-25,7,2025
s+2 haut standing a jardin d'el menzah 2,1200 DT,1200,0,Ariana,Jardins D'el Menzah,0,2,7/21/25 15:01,07-21-25,7,2025
s+3 haut standing situé a jardin d'el menzah 2,1300 DT,1300,0,Ariana,Jardins D'el Menzah,0,3,7/21/25 15:01,07-21-25,7,2025
s+2 haut standig situé a menzah 7bis,1600 DT,1600,0,Ariana,Menzah,0,2,7/21/25 15:01,07-21-25,7,2025
Appartement s3 à La Soukra ZAL1730,1950 DT,1950,0,Ariana,La Soukra,0,3,7/19/25 11:21,07-19-25,7,2025
s+3 situé a ennaser 1,2500 DT,2500,0,Ariana,Ennasr,0,3,7/18/25 14:58,07-18-25,7,2025
s+2 haut standing situé a manar 2,1350 DT,1350,0,Ariana,Manar,0,2,7/18/25 14:58,07-18-25,7,2025
s+2 situé a manar 1,850 DT,850,0,Ariana,Manar,0,2,7/18/25 14:58,07-18-25,7,2025
s+1 situé a Manar 1,600 DT,600,0,Ariana,Manar,0,1,7/18/25 14:58,07-18-25,7,2025
s+2 jardin d'el menzah 2,1200 DT,1200,0,Ariana,Jardins D'el Menzah,0,2,7/17/25 22:26,07-17-25,7,2025
s+2 menzah 7 bis haut standing,1600 DT,1600,0,Ariana,Menzah,0,2,7/17/25 14:46,07-17-25,7,2025
s+3 meublé ennaser 1,2500 DT,2500,0,Ariana,Ennasr,0,3,7/17/25 14:46,07-17-25,7,2025
s+3 jardin d'el menzah 2,1300 DT,1300,0,Ariana,Jardins D'el Menzah,0,3,7/17/25 14:46,07-17-25,7,2025
A vendre S+1 luxueux Menzah 9c,250000 DT,250000,1,Ariana,Menzah,1,1,7/16/25 22:12,07-16-25,7,2025
À LOUER | Appartement S+3 Menzah 9C,1900 DT,1900,0,Ariana,Menzah,0,3,7/16/25 14:47,07-16-25,7,2025
s+2 mutuelle ville,1300 DT,1300,0,Ariana,Menzah,0,2,7/16/25 14:47,07-16-25,7,2025
s0 menzah 1,700 DT,700,0,Ariana,Menzah,0,0,7/16/25 14:47,07-16-25,7,2025
un triplex s3 à la soukra avec jardin,4500 DT,4500,4,Ariana,La Soukra,0,3,7/16/25 11:20,07-16-25,7,2025
s+2 cité el khadhra,750 DT,750,0,Ariana,Ariana Ville,0,2,7/16/25 11:20,07-16-25,7,2025
A louer s+2 Ennaser 2,1500 DT,1500,0,Ariana,Ennasr,0,2,7/16/25 11:20,07-16-25,7,2025
Appartement à louer s+2 ennaser 2,1400 DT,1400,0,Ariana,Ennasr,0,2,7/16/25 11:20,07-16-25,7,2025
A louer étage de villa s+4 Ennasr2,1700 DT,1700,4,Ariana,Ennasr,0,4,7/15/25 22:09,07-15-25,7,2025
A Louer Appartement S+1 Meublé à Jardin d'el Menzah 2,1100 DT,1100,0,Ariana,Jardins D'el Menzah,0,1,7/15/25 22:09,07-15-25,7,2025
s+1 ennasr 2,1200 DT,1200,0,Ariana,Ennasr,0,1,7/15/25 14:20,07-15-25,7,2025
s0 ennasr 2,850 DT,850,0,Ariana,Ennasr,0,0,7/15/25 14:20,07-15-25,7,2025
Appartement s1 à La Nouvelle soukra ZAL1640,1100 DT,1100,0,Ariana,La Soukra,0,1,7/15/25 14:20,07-15-25,7,2025
Etage de villa s2 à La Soukra ZEL0542,1300 DT,1300,0,Ariana,La Soukra,0,2,7/15/25 14:20,07-15-25,7,2025
A louer s+1 ennasr 2,850 DT,850,0,Ariana,Ennasr,0,1,7/14/25 15:55,07-14-25,7,2025
s+2 manar 1,850 DT,850,0,Ariana,Manar,0,2,7/14/25 13:13,07-14-25,7,2025
s+2 manar 1,850 DT,850,0,Ariana,Manar,0,2,7/14/25 13:13,07-14-25,7,2025
A louer s+1 Ennaser 2,1100 DT,1100,0,Ariana,Ennasr,0,1,7/14/25 13:13,07-14-25,7,2025
s+2 meublé manar 1,850 DT,850,4,Ariana,Manar,0,2,7/14/25 13:13,07-14-25,7,2025
A louer S+2 Ennaser 2,1500 DT,1500,0,Ariana,Ennasr,0,2,7/14/25 13:13,07-14-25,7,2025
s+3 manar 2,1150 DT,1150,0,Ariana,Manar,0,3,7/14/25 10:48,07-14-25,7,2025
A louer Appartement S+2 à Ennaser 2,1100 DT,1100,0,Ariana,Ennasr,0,2,7/12/25 14:37,07-12-25,7,2025
VENTE APPARTEMENT S+3 LA SOUKRA,450000 DT,450000,1,Ariana,La Soukra,1,3,7/11/25 21:42,07-11-25,7,2025
A louer Appartement S+2 à Cité Ennasr 2,1300 DT,1300,0,Ariana,Ennasr,0,2,7/11/25 11:42,07-11-25,7,2025
A louer Appartement S+1 à Jardin d'el Menzah 2,850 DT,850,0,Ariana,Jardins D'el Menzah,0,1,7/11/25 11:42,07-11-25,7,2025
A louer Triplex S+4 Bureautique ou Habitation à Manar,2500 DT,2500,4,Ariana,Manar,0,4,7/11/25 11:41,07-11-25,7,2025
A Louer Une Villa S+5 avec piscine à Menzah 1,6500 DT,6500,4,Ariana,Menzah,0,5,7/11/25 11:41,07-11-25,7,2025
Appartement S2 à Borj Louzir Ariana,120000 DT,120000,1,Ariana,Borj Louzir,1,2,7/10/25 21:49,07-10-25,7,2025
Appartement s2 meublé à La Soukra MAL1711,2500 DT,2500,0,Ariana,La Soukra,0,2,7/10/25 13:28,07-10-25,7,2025
s+2 jamais habité,900 DT,900,0,Ariana,Jardins D'el Menzah,0,2,7/9/25 17:59,07-09-25,7,2025
s+2 meublé menzah 7,1400 DT,1400,0,Ariana,Menzah,0,2,7/9/25 13:53,07-09-25,7,2025
étage de villa s+3,1250 DT,1250,4,Ariana,Ennasr,0,3,7/9/25 13:53,07-09-25,7,2025
un appartement s2 à la soukra avec jardin,1500 DT,1500,0,Ariana,La Soukra,0,2,7/9/25 13:53,07-09-25,7,2025
app s+3 ennasr 1,1300 DT,1300,0,Ariana,Ennasr,0,3,7/9/25 13:53,07-09-25,7,2025
s+1 haut standing,900 DT,900,0,Ariana,Ennasr,0,1,7/9/25 13:53,07-09-25,7,2025
A Louer Appartement S+3 à Jardin d'el Menzah 2,1350 DT,1350,0,Ariana,Jardins D'el Menzah,0,3,7/9/25 13:39,07-09-25,7,2025
A Louer Appartement S+1 HS à Cité Ennasr,1100 DT,1100,0,Ariana,Ennasr,0,1,7/9/25 13:39,07-09-25,7,2025
Etage de villa s+3 à La Soukra MEL0305,2000 DT,2000,0,Ariana,La Soukra,0,3,7/9/25 13:35,07-09-25,7,2025
s+3 étage de villa,1400 DT,1400,4,Ariana,Menzah,0,3,7/9/25 13:35,07-09-25,7,2025
Appartement s+1 meublé à La Soukra ZAL1706,1800 DT,1800,0,Ariana,La Soukra,0,1,7/8/25 21:56,07-08-25,7,2025
À LOUER Appartement S+2 ENNASER,1250 DT,1250,0,Ariana,Ennasr,0,2,7/8/25 15:33,07-08-25,7,2025
A Louer Appartement S+2 Haut Standing à Cité Ennasr,1300 DT,1300,0,Ariana,Ennasr,0,2,7/8/25 13:33,07-08-25,7,2025
s+1 ariana,600 DT,600,0,Ariana,Ariana Ville,0,1,7/8/25 11:24,07-08-25,7,2025
s+1 manar 1,650 DT,650,0,Ariana,Manar,0,1,7/8/25 11:23,07-08-25,7,2025
s+3 manar 1 meublé,1700 DT,1700,0,Ariana,Manar,0,3,7/8/25 11:23,07-08-25,7,2025
s+1 manar 1 meublé,1200 DT,1200,0,Ariana,Manar,0,1,7/7/25 17:29,07-07-25,7,2025
A louer S+3 à Menzah 9c avec pp + cellier,2200 DT,2200,0,Ariana,Menzah,0,3,7/7/25 15:13,07-07-25,7,2025
A Louer S+1 résidence avec piscine et salle se sport,1100 DT,1100,0,Ariana,Menzah,0,1,7/7/25 15:13,07-07-25,7,2025
A louer S+2 à ENNASER,1500 DT,1500,0,Ariana,Ennasr,0,2,7/7/25 15:13,07-07-25,7,2025
A louer S+1 avec Terrasse jardin d'el Menzah 2,1100 DT,1100,0,Ariana,Jardins D'el Menzah,0,1,7/7/25 15:13,07-07-25,7,2025
A Louer S+2 à Ennasr 2,1400 DT,1400,0,Ariana,Ennasr,0,2,7/7/25 15:13,07-07-25,7,2025
A louer S+1 résidence hôtelière avec piscine/salle de sport,1100 DT,1100,0,Ariana,Menzah,0,1,7/7/25 15:13,07-07-25,7,2025
A Louer Appartement S+1 à Menzah 9C,1100 DT,1100,0,Ariana,Menzah,0,1,7/7/25 13:36,07-07-25,7,2025
A Louer Appartement S+2 Haut Standing à Menzah 9C,1450 DT,1450,0,Ariana,Menzah,0,2,7/7/25 13:36,07-07-25,7,2025
A Louer Appartement S+3 Meublé à Menzah 9C,2500 DT,2500,0,Ariana,Menzah,0,3,7/7/25 13:36,07-07-25,7,2025
A louer Appartement S+1 Jamais Habité à Menzah 9C,1050 DT,1050,0,Ariana,Menzah,0,1,7/7/25 13:36,07-07-25,7,2025
A louer s+1 avec grande terrasse à menzah 9c,1100 DT,1100,0,Ariana,Menzah,0,1,7/7/25 12:11,07-07-25,7,2025
luxueux S+1 jamais habité à Menzah 9C,1000 DT,1000,0,Ariana,Menzah,0,1,7/7/25 12:10,07-07-25,7,2025
𝐀 𝐯𝐞𝐧𝐝𝐫𝐞 : Appartement S+2 à Menzah 9C,360000 DT,360000,1,Ariana,Menzah,1,2,7/7/25 11:34,07-07-25,7,2025
s+3 manar 2 meublé,1500 DT,1500,0,Ariana,Manar,0,3,7/7/25 10:14,07-07-25,7,2025
s+2 meublé manar 2,1350 DT,1350,0,Ariana,Manar,0,2,7/7/25 10:14,07-07-25,7,2025
un appartement S1 avec terrasse à la soukra,1100 DT,1100,0,Ariana,La Soukra,0,1,7/5/25 9:41,07-05-25,7,2025
Appartement s0 à La Soukra ZAV1895,145000 DT,145000,1,Ariana,La Soukra,1,0,7/4/25 18:17,07-04-25,7,2025
À LOUER Appartement S+1 en rez-de-chaussée à Ennaser 1,1100 DT,1100,0,Ariana,Ennasr,0,1,7/4/25 14:27,07-04-25,7,2025
s+3 à ennsr 1 jamis habité,1650 DT,1650,0,Ariana,Ennasr,0,3,7/4/25 11:55,07-04-25,7,2025
s2 avec jardin à La Soukra MAL0730,1500 DT,1500,0,Ariana,La Soukra,0,2,7/3/25 22:34,07-03-25,7,2025
appartement s+3 a louer à louer à ennaser2,1900 DT,1900,0,Ariana,Ennasr,0,3,7/3/25 22:34,07-03-25,7,2025
Villa s4 avec chambre de service à La Soukra ZVL1654,2500 DT,2500,4,Ariana,La Soukra,0,4,7/3/25 22:33,07-03-25,7,2025
un appartement s1 à la soukra,950 DT,950,0,Ariana,La Soukra,0,1,7/3/25 10:09,07-03-25,7,2025
Rez-de-chaussée de villa s+4 avec jardin à La Soukra ZVL1681,2000 DT,2000,0,Ariana,La Soukra,0,4,7/2/25 17:48,07-02-25,7,2025
A Louer Appartement S+1 avec Terrasse à Jardin d'el Menzah 2,1100 DT,1100,0,Ariana,Jardins D'el Menzah,0,1,7/1/25 21:44,07-01-25,7,2025
Appartement s1 à La Soukra ZAL1687,1300 DT,1300,0,Ariana,La Soukra,0,1,7/1/25 21:44,07-01-25,7,2025
A Louer Appartement S+1 à Menzah 9C,1150 DT,1150,0,Ariana,Menzah,0,1,7/1/25 14:40,07-01-25,7,2025
A Louer Appartement S+1 HS à Menzah 9C,1100 DT,1100,0,Ariana,Menzah,0,1,7/1/25 14:40,07-01-25,7,2025
Appartement s3 à La Soukra ZAL1676,1800 DT,1800,0,Ariana,La Soukra,0,3,6/30/25 15:24,06-30-25,6,2025
Appartement s2 à La Soukra ZAL1688,1500 DT,1500,0,Ariana,La Soukra,0,2,6/30/25 15:00,06-30-25,6,2025
A Louer Une Villa S+4 avec jardin à Manar,2700 DT,2700,4,Ariana,Manar,0,4,6/30/25 14:28,06-30-25,6,2025
A Louer Appartement S+2 avec jardin à Jardin d'el Menzah 2,1500 DT,1500,0,Ariana,Jardins D'el Menzah,0,2,6/30/25 14:28,06-30-25,6,2025
A Louer Appartement S+2 à Menzah 9C,1350 DT,1350,0,Ariana,Menzah,0,2,6/30/25 14:28,06-30-25,6,2025
Appartement s+1 meublé à La Nouvelle Soukra ZAL1686,1450 DT,1450,0,Ariana,La Soukra,0,1,6/27/25 20:36,06-27-25,6,2025
un appartement S1 à la soukra avec terrasse,1100 DT,1100,0,Ariana,La Soukra,0,1,6/27/25 15:07,06-27-25,6,2025
étage de villa s+2,1100 DT,1100,4,Ariana,Menzah,0,2,6/27/25 10:37,06-27-25,6,2025
s+1 manar 1,620 DT,620,0,Ariana,Manar,0,1,6/27/25 10:37,06-27-25,6,2025
Appartement s1 avec jardin à La Soukra zav1888,365000 DT,365000,1,Ariana,La Soukra,1,1,6/26/25 20:54,06-26-25,6,2025
Appartement s1 à La Soukra ZAL1682,1100 DT,1100,0,Ariana,La Soukra,0,1,6/26/25 13:35,06-26-25,6,2025
À Louer | À Louer | S+1 Meublé à Ennasr 2,1280 DT,1280,0,Ariana,Ennasr,0,1,6/25/25 16:43,06-25-25,6,2025
S+1 Haut Standing à Ennasr 2 .,900 DT,900,0,Ariana,Ennasr,0,1,6/25/25 16:43,06-25-25,6,2025
À Louer | RDC S+3 avec jardin – Ennasr 2,1750 DT,1750,0,Ariana,Ennasr,0,3,6/25/25 16:43,06-25-25,6,2025
s+1 meublé ariana,900 DT,900,0,Ariana,Ariana Ville,0,1,6/25/25 13:14,06-25-25,6,2025
ETAGE DE VILLA S+3,1100 DT,1100,0,Ariana,Menzah,0,3,6/24/25 21:23,06-24-25,6,2025
un appartement S+1,1100 DT,1100,0,Ariana,La Soukra,0,1,6/24/25 21:22,06-24-25,6,2025
s+1 manar 1,620 DT,620,0,Ariana,Manar,0,1,6/24/25 21:22,06-24-25,6,2025
Appartement s3 à La Soukra ZAL1673,1800 DT,1800,0,Ariana,La Soukra,0,3,6/24/25 21:22,06-24-25,6,2025
s+2 menzah 7,900 DT,900,0,Ariana,Menzah,0,2,6/24/25 21:22,06-24-25,6,2025
Appartement s2 à La Soukra ZAL1671,1450 DT,1450,0,Ariana,La Soukra,0,2,6/23/25 20:03,06-23-25,6,2025
s+2 cité el khadhra,780 DT,780,0,Ariana,Ariana Ville,0,2,6/23/25 13:55,06-23-25,6,2025
s+1 manar 1 meublé,900 DT,900,0,Ariana,Manar,0,1,6/23/25 13:55,06-23-25,6,2025
s0 manar 1,700 DT,700,0,Ariana,Manar,0,0,6/23/25 13:55,06-23-25,6,2025
s+2 manar 2,1300 DT,1300,0,Ariana,Manar,0,2,6/23/25 11:08,06-23-25,6,2025
s+0 ariana centre,720 DT,720,0,Ariana,Ariana Ville,0,0,6/23/25 11:08,06-23-25,6,2025
s+2 manar 1,900 DT,900,0,Ariana,Manar,0,2,6/23/25 11:08,06-23-25,6,2025
Appartement s3 à La Soukra ZAL1643,1800 DT,1800,0,Ariana,La Soukra,0,3,6/21/25 15:44,06-21-25,6,2025
